Model,Threshold,Accuracy,Balanced_Acc,Precision,Recall,F1
RandomForest,0.36000000000000004,0.8092105263157895,0.6355363984674329,0.8175182481751825,0.9655172413793104,0.8853754940711462
RandomForest,0.37,0.8092105263157895,0.6355363984674329,0.8175182481751825,0.9655172413793104,0.8853754940711462
RandomForest,0.38,0.8092105263157895,0.6355363984674329,0.8175182481751825,0.9655172413793104,0.8853754940711462
RandomForest,0.39,0.8092105263157895,0.6355363984674329,0.8175182481751825,0.9655172413793104,0.8853754940711462
RandomForest,0.4,0.8092105263157895,0.6355363984674329,0.8175182481751825,0.9655172413793104,0.8853754940711462
RandomForest,0.41000000000000003,0.8026315789473685,0.6312260536398467,0.8161764705882353,0.9568965517241379,0.8809523809523809
RandomForest,0.42000000000000004,0.8026315789473685,0.6312260536398467,0.8161764705882353,0.9568965517241379,0.8809523809523809
RandomForest,0.43,0.8026315789473685,0.6312260536398467,0.8161764705882353,0.9568965517241379,0.8809523809523809
RandomForest,0.44,0.8026315789473685,0.6312260536398467,0.8161764705882353,0.9568965517241379,0.8809523809523809
RandomForest,0.45,0.7894736842105263,0.6226053639846744,0.8134328358208955,0.9396551724137931,0.872
RandomForest,0.46,0.7894736842105263,0.6226053639846744,0.8134328358208955,0.9396551724137931,0.872
RandomForest,0.47000000000000003,0.7894736842105263,0.6226053639846744,0.8134328358208955,0.9396551724137931,0.872
RandomForest,0.48000000000000004,0.7894736842105263,0.6226053639846744,0.8134328358208955,0.9396551724137931,0.872
RandomForest,0.49,0.7894736842105263,0.6226053639846744,0.8134328358208955,0.9396551724137931,0.872
RandomForest,0.5,0.7828947368421053,0.6182950191570882,0.8120300751879699,0.9310344827586207,0.8674698795180723
RandomForest,0.51,0.7828947368421053,0.6182950191570882,0.8120300751879699,0.9310344827586207,0.8674698795180723
RandomForest,0.52,0.7697368421052632,0.6096743295019158,0.8091603053435115,0.9137931034482759,0.8582995951417004
